date,time,origin,destination,ridership
2025-01-17,21:00,JB Sentral,Woodlands CIQ,318
2025-01-17,22:00,Woodlands CIQ,JB Sentral,322
2025-01-17,22:00,JB Sentral,Woodlands CIQ,320
2025-01-17,23:00,Woodlands CIQ,JB Sentral,320
2025-01-18,05:00,JB Sentral,Woodlands CIQ,151
2025-01-18,06:00,JB Sentral,Woodlands CIQ,264
2025-01-18,07:00,JB Sentral,Woodlands CIQ,384
2025-01-18,08:00,Woodlands CIQ,JB Sentral,320
2025-01-18,08:00,JB Sentral,Woodlands CIQ,322
2025-01-18,09:00,Woodlands CIQ,JB Sentral,321
2025-01-18,10:00,JB Sentral,Woodlands CIQ,277
2025-01-18,11:00,Woodlands CIQ,JB Sentral,325
2025-01-18,11:00,JB Sentral,Woodlands CIQ,251
2025-01-18,12:00,Woodlands CIQ,JB Sentral,320
2025-01-18,12:00,JB Sentral,Woodlands CIQ,323
2025-01-18,13:00,Woodlands CIQ,JB Sentral,322
2025-01-18,14:00,JB Sentral,Woodlands CIQ,321
2025-01-18,15:00,Woodlands CIQ,JB Sentral,322
2025-01-18,15:00,JB Sentral,Woodlands CIQ,321
2025-01-18,16:00,Woodlands CIQ,JB Sentral,323
2025-01-18,16:00,JB Sentral,Woodlands CIQ,321
2025-01-18,17:00,Woodlands CIQ,JB Sentral,321
2025-01-18,17:00,JB Sentral,Woodlands CIQ,317
2025-01-18,18:00,Woodlands CIQ,JB Sentral,321
2025-01-18,19:00,JB Sentral,Woodlands CIQ,321
2025-01-18,20:00,Woodlands CIQ,JB Sentral,228
2025-01-18,20:00,JB Sentral,Woodlands CIQ,320
2025-01-18,21:00,Woodlands CIQ,JB Sentral,233
2025-01-18,21:00,JB Sentral,Woodlands CIQ,321
2025-01-18,22:00,Woodlands CIQ,JB Sentral,196
2025-01-18,22:00,JB Sentral,Woodlands CIQ,320
2025-01-18,23:00,Woodlands CIQ,JB Sentral,56
2025-01-19,05:00,JB Sentral,Woodlands CIQ,109
2025-01-19,06:00,JB Sentral,Woodlands CIQ,136
2025-01-19,07:00,JB Sentral,Woodlands CIQ,431
2025-01-19,08:00,Woodlands CIQ,JB Sentral,321
2025-01-19,08:00,JB Sentral,Woodlands CIQ,322
2025-01-19,09:00,Woodlands CIQ,JB Sentral,320
2025-01-19,10:00,JB Sentral,Woodlands CIQ,320
2025-01-19,11:00,Woodlands CIQ,JB Sentral,321
2025-01-19,11:00,JB Sentral,Woodlands CIQ,321
2025-01-19,12:00,Woodlands CIQ,JB Sentral,320
2025-01-19,12:00,JB Sentral,Woodlands CIQ,322
2025-01-19,13:00,Woodlands CIQ,JB Sentral,321
2025-01-19,14:00,JB Sentral,Woodlands CIQ,325
2025-01-19,15:00,Woodlands CIQ,JB Sentral,229
2025-01-19,15:00,JB Sentral,Woodlands CIQ,326
2025-01-19,16:00,Woodlands CIQ,JB Sentral,156
2025-01-19,16:00,JB Sentral,Woodlands CIQ,321
2025-01-19,17:00,Woodlands CIQ,JB Sentral,116
2025-01-19,17:00,JB Sentral,Woodlands CIQ,322
2025-01-19,18:00,Woodlands CIQ,JB Sentral,87
2025-01-19,19:00,JB Sentral,Woodlands CIQ,320
2025-01-19,20:00,Woodlands CIQ,JB Sentral,81
2025-01-19,20:00,JB Sentral,Woodlands CIQ,322
2025-01-19,21:00,Woodlands CIQ,JB Sentral,114
2025-01-19,21:00,JB Sentral,Woodlands CIQ,320
2025-01-19,22:00,Woodlands CIQ,JB Sentral,98
2025-01-19,22:00,JB Sentral,Woodlands CIQ,320
2025-01-19,23:00,Woodlands CIQ,JB Sentral,36
2025-01-20,05:00,JB Sentral,Woodlands CIQ,640
2025-01-20,06:00,JB Sentral,Woodlands CIQ,637
2025-01-20,07:00,JB Sentral,Woodlands CIQ,640
2025-01-20,08:00,Woodlands CIQ,JB Sentral,320
2025-01-20,08:00,JB Sentral,Woodlands CIQ,320
2025-01-20,09:00,Woodlands CIQ,JB Sentral,320
2025-01-20,10:00,JB Sentral,Woodlands CIQ,323
2025-01-20,11:00,Woodlands CIQ,JB Sentral,323
2025-01-20,11:00,JB Sentral,Woodlands CIQ,272
2025-01-20,12:00,Woodlands CIQ,JB Sentral,321
2025-01-20,12:00,JB Sentral,Woodlands CIQ,322
2025-01-20,13:00,Woodlands CIQ,JB Sentral,288
2025-01-20,15:00,JB Sentral,Woodlands CIQ,322
2025-01-20,16:00,Woodlands CIQ,JB Sentral,116
2025-01-20,16:00,JB Sentral,Woodlands CIQ,321
2025-01-20,17:00,Woodlands CIQ,JB Sentral,126
2025-01-20,17:00,JB Sentral,Woodlands CIQ,321
2025-01-20,18:00,Woodlands CIQ,JB Sentral,320
2025-01-20,19:00,JB Sentral,Woodlands CIQ,321
2025-01-20,20:00,Woodlands CIQ,JB Sentral,320
2025-01-20,20:00,JB Sentral,Woodlands CIQ,321
2025-01-20,21:00,Woodlands CIQ,JB Sentral,184
2025-01-20,21:00,JB Sentral,Woodlands CIQ,320
2025-01-20,22:00,Woodlands CIQ,JB Sentral,87
2025-01-20,22:00,JB Sentral,Woodlands CIQ,319
2025-01-20,23:00,Woodlands CIQ,JB Sentral,33
2025-01-21,05:00,JB Sentral,Woodlands CIQ,640
2025-01-21,06:00,JB Sentral,Woodlands CIQ,640
2025-01-21,07:00,JB Sentral,Woodlands CIQ,640
2025-01-21,08:00,Woodlands CIQ,JB Sentral,320
2025-01-21,08:00,JB Sentral,Woodlands CIQ,321
2025-01-21,09:00,Woodlands CIQ,JB Sentral,320
2025-01-21,10:00,JB Sentral,Woodlands CIQ,297
2025-01-21,11:00,Woodlands CIQ,JB Sentral,320
2025-01-21,11:00,JB Sentral,Woodlands CIQ,204
2025-01-21,12:00,Woodlands CIQ,JB Sentral,321
2025-01-21,12:00,JB Sentral,Woodlands CIQ,128
2025-01-21,13:00,Woodlands CIQ,JB Sentral,313
2025-01-21,14:00,JB Sentral,Woodlands CIQ,159
2025-01-21,15:00,Woodlands CIQ,JB Sentral,125
2025-01-21,15:00,JB Sentral,Woodlands CIQ,324
2025-01-21,16:00,Woodlands CIQ,JB Sentral,98
2025-01-21,16:00,JB Sentral,Woodlands CIQ,321
2025-01-21,17:00,Woodlands CIQ,JB Sentral,178
2025-01-21,17:00,JB Sentral,Woodlands CIQ,321
2025-01-21,18:00,Woodlands CIQ,JB Sentral,320
2025-01-21,19:00,JB Sentral,Woodlands CIQ,322
2025-01-21,20:00,Woodlands CIQ,JB Sentral,320
2025-01-21,20:00,JB Sentral,Woodlands CIQ,320
2025-01-21,21:00,Woodlands CIQ,JB Sentral,288
2025-01-21,21:00,JB Sentral,Woodlands CIQ,320
2025-01-21,22:00,Woodlands CIQ,JB Sentral,153
2025-01-21,22:00,JB Sentral,Woodlands CIQ,320
2025-01-21,23:00,Woodlands CIQ,JB Sentral,47
2025-01-22,05:00,JB Sentral,Woodlands CIQ,640
2025-01-22,06:00,JB Sentral,Woodlands CIQ,640
2025-01-22,07:00,JB Sentral,Woodlands CIQ,640
2025-01-22,08:00,Woodlands CIQ,JB Sentral,320
2025-01-22,08:00,JB Sentral,Woodlands CIQ,320
2025-01-22,09:00,Woodlands CIQ,JB Sentral,320
2025-01-22,10:00,JB Sentral,Woodlands CIQ,297
2025-01-22,11:00,Woodlands CIQ,JB Sentral,321
2025-01-22,11:00,JB Sentral,Woodlands CIQ,175
2025-01-22,12:00,Woodlands CIQ,JB Sentral,322
2025-01-22,12:00,JB Sentral,Woodlands CIQ,159
2025-01-22,13:00,Woodlands CIQ,JB Sentral,323
2025-01-22,14:00,JB Sentral,Woodlands CIQ,157
2025-01-22,15:00,Woodlands CIQ,JB Sentral,125
2025-01-22,15:00,JB Sentral,Woodlands CIQ,320
2025-01-22,16:00,Woodlands CIQ,JB Sentral,117
2025-01-22,16:00,JB Sentral,Woodlands CIQ,322
2025-01-22,17:00,Woodlands CIQ,JB Sentral,219
2025-01-22,17:00,JB Sentral,Woodlands CIQ,321
2025-01-22,18:00,Woodlands CIQ,JB Sentral,320
2025-01-22,19:00,JB Sentral,Woodlands CIQ,321
2025-01-22,20:00,Woodlands CIQ,JB Sentral,320
2025-01-22,20:00,JB Sentral,Woodlands CIQ,320
2025-01-22,21:00,Woodlands CIQ,JB Sentral,323
2025-01-22,21:00,JB Sentral,Woodlands CIQ,320
2025-01-22,22:00,Woodlands CIQ,JB Sentral,210
2025-01-22,22:00,JB Sentral,Woodlands CIQ,320
2025-01-22,23:00,Woodlands CIQ,JB Sentral,73
2025-01-23,05:00,JB Sentral,Woodlands CIQ,640
2025-01-23,06:00,JB Sentral,Woodlands CIQ,640
2025-01-23,07:00,JB Sentral,Woodlands CIQ,640
2025-01-23,08:00,Woodlands CIQ,JB Sentral,320
2025-01-23,08:00,JB Sentral,Woodlands CIQ,320
2025-01-23,09:00,Woodlands CIQ,JB Sentral,320
2025-01-23,11:00,JB Sentral,Woodlands CIQ,275
2025-01-23,12:00,Woodlands CIQ,JB Sentral,323
2025-01-23,12:00,JB Sentral,Woodlands CIQ,145
2025-01-23,13:00,Woodlands CIQ,JB Sentral,329
2025-01-23,14:00,JB Sentral,Woodlands CIQ,167
2025-01-23,15:00,Woodlands CIQ,JB Sentral,323
2025-01-23,15:00,JB Sentral,Woodlands CIQ,323
2025-01-23,16:00,Woodlands CIQ,JB Sentral,322
2025-01-23,16:00,JB Sentral,Woodlands CIQ,320
2025-01-23,17:00,Woodlands CIQ,JB Sentral,322
2025-01-23,17:00,JB Sentral,Woodlands CIQ,320
2025-01-23,18:00,Woodlands CIQ,JB Sentral,321
2025-01-23,19:00,JB Sentral,Woodlands CIQ,320
2025-01-23,20:00,Woodlands CIQ,JB Sentral,320
2025-01-23,20:00,JB Sentral,Woodlands CIQ,321
2025-01-23,21:00,Woodlands CIQ,JB Sentral,325
2025-01-23,21:00,JB Sentral,Woodlands CIQ,321
2025-01-23,22:00,Woodlands CIQ,JB Sentral,322
2025-01-23,22:00,JB Sentral,Woodlands CIQ,319
2025-01-23,23:00,Woodlands CIQ,JB Sentral,269
2025-01-24,05:00,JB Sentral,Woodlands CIQ,606
2025-01-24,06:00,JB Sentral,Woodlands CIQ,640
2025-01-24,07:00,JB Sentral,Woodlands CIQ,640
2025-01-24,08:00,Woodlands CIQ,JB Sentral,321
2025-01-24,08:00,JB Sentral,Woodlands CIQ,324
2025-01-24,09:00,Woodlands CIQ,JB Sentral,320
2025-01-24,10:00,JB Sentral,Woodlands CIQ,213
2025-01-24,11:00,Woodlands CIQ,JB Sentral,320
2025-01-24,11:00,JB Sentral,Woodlands CIQ,163
2025-01-24,12:00,Woodlands CIQ,JB Sentral,320
2025-01-24,12:00,JB Sentral,Woodlands CIQ,175
2025-01-24,13:00,Woodlands CIQ,JB Sentral,319
2025-01-24,14:00,JB Sentral,Woodlands CIQ,131
2025-01-24,15:00,Woodlands CIQ,JB Sentral,325
2025-01-24,15:00,JB Sentral,Woodlands CIQ,258
2025-01-24,16:00,Woodlands CIQ,JB Sentral,322
2025-01-24,16:00,JB Sentral,Woodlands CIQ,322
2025-01-24,17:00,Woodlands CIQ,JB Sentral,320
2025-01-24,17:00,JB Sentral,Woodlands CIQ,323
2025-01-24,18:00,Woodlands CIQ,JB Sentral,321
2025-01-24,19:00,JB Sentral,Woodlands CIQ,322
2025-01-24,20:00,Woodlands CIQ,JB Sentral,320
2025-01-24,20:00,JB Sentral,Woodlands CIQ,320
2025-01-24,21:00,Woodlands CIQ,JB Sentral,324
2025-01-24,21:00,JB Sentral,Woodlands CIQ,320
2025-01-24,22:00,Woodlands CIQ,JB Sentral,322
2025-01-24,22:00,JB Sentral,Woodlands CIQ,318
2025-01-24,23:00,Woodlands CIQ,JB Sentral,321
2025-01-25,05:00,JB Sentral,Woodlands CIQ,180
2025-01-25,06:00,JB Sentral,Woodlands CIQ,261
2025-01-25,07:00,JB Sentral,Woodlands CIQ,490
2025-01-25,08:00,Woodlands CIQ,JB Sentral,324
2025-01-25,08:00,JB Sentral,Woodlands CIQ,320
2025-01-25,09:00,Woodlands CIQ,JB Sentral,329
2025-01-25,10:00,JB Sentral,Woodlands CIQ,320
2025-01-25,11:00,Woodlands CIQ,JB Sentral,327
2025-01-25,11:00,JB Sentral,Woodlands CIQ,320
2025-01-25,12:00,Woodlands CIQ,JB Sentral,324
2025-01-25,12:00,JB Sentral,Woodlands CIQ,318
2025-01-25,13:00,Woodlands CIQ,JB Sentral,325
2025-01-25,14:00,JB Sentral,Woodlands CIQ,322
2025-01-25,15:00,Woodlands CIQ,JB Sentral,327
2025-01-25,15:00,JB Sentral,Woodlands CIQ,322
2025-01-25,16:00,Woodlands CIQ,JB Sentral,322
2025-01-25,16:00,JB Sentral,Woodlands CIQ,322
2025-01-25,17:00,Woodlands CIQ,JB Sentral,322
2025-01-25,17:00,JB Sentral,Woodlands CIQ,321
2025-01-25,18:00,Woodlands CIQ,JB Sentral,324
2025-01-25,19:00,JB Sentral,Woodlands CIQ,315
2025-01-25,20:00,Woodlands CIQ,JB Sentral,320
2025-01-25,20:00,JB Sentral,Woodlands CIQ,319
2025-01-25,21:00,Woodlands CIQ,JB Sentral,325
2025-01-25,21:00,JB Sentral,Woodlands CIQ,325
2025-01-25,22:00,Woodlands CIQ,JB Sentral,322
2025-01-25,22:00,JB Sentral,Woodlands CIQ,320
2025-01-25,23:00,Woodlands CIQ,JB Sentral,308
2025-01-26,05:00,JB Sentral,Woodlands CIQ,111
2025-01-26,06:00,JB Sentral,Woodlands CIQ,133
2025-01-26,07:00,JB Sentral,Woodlands CIQ,442
2025-01-26,08:00,Woodlands CIQ,JB Sentral,320
2025-01-26,08:00,JB Sentral,Woodlands CIQ,323
2025-01-26,09:00,Woodlands CIQ,JB Sentral,324
2025-01-26,10:00,JB Sentral,Woodlands CIQ,321
2025-01-26,11:00,Woodlands CIQ,JB Sentral,326
2025-01-26,11:00,JB Sentral,Woodlands CIQ,319
2025-01-26,12:00,Woodlands CIQ,JB Sentral,325
2025-01-26,12:00,JB Sentral,Woodlands CIQ,324
2025-01-26,13:00,Woodlands CIQ,JB Sentral,327
2025-01-26,14:00,JB Sentral,Woodlands CIQ,321
2025-01-26,15:00,Woodlands CIQ,JB Sentral,323
2025-01-26,15:00,JB Sentral,Woodlands CIQ,323
2025-01-26,16:00,Woodlands CIQ,JB Sentral,328
2025-01-26,16:00,JB Sentral,Woodlands CIQ,323
2025-01-26,17:00,Woodlands CIQ,JB Sentral,326
2025-01-26,17:00,JB Sentral,Woodlands CIQ,322
2025-01-26,18:00,Woodlands CIQ,JB Sentral,324
2025-01-26,19:00,JB Sentral,Woodlands CIQ,324
2025-01-26,20:00,Woodlands CIQ,JB Sentral,321
2025-01-26,20:00,JB Sentral,Woodlands CIQ,320
2025-01-26,21:00,Woodlands CIQ,JB Sentral,310
2025-01-26,21:00,JB Sentral,Woodlands CIQ,302
2025-01-26,22:00,Woodlands CIQ,JB Sentral,323
2025-01-26,22:00,JB Sentral,Woodlands CIQ,320
2025-01-26,23:00,Woodlands CIQ,JB Sentral,316
2025-01-27,05:00,JB Sentral,Woodlands CIQ,623
2025-01-27,06:00,JB Sentral,Woodlands CIQ,640
2025-01-27,07:00,JB Sentral,Woodlands CIQ,640
2025-01-27,08:00,Woodlands CIQ,JB Sentral,320
2025-01-27,08:00,JB Sentral,Woodlands CIQ,320
2025-01-27,09:00,Woodlands CIQ,JB Sentral,329
2025-01-27,10:00,JB Sentral,Woodlands CIQ,327
2025-01-27,11:00,Woodlands CIQ,JB Sentral,328
2025-01-27,11:00,JB Sentral,Woodlands CIQ,183
2025-01-27,12:00,Woodlands CIQ,JB Sentral,322
2025-01-27,12:00,JB Sentral,Woodlands CIQ,205
2025-01-27,13:00,Woodlands CIQ,JB Sentral,323
2025-01-27,15:00,JB Sentral,Woodlands CIQ,285
2025-01-27,16:00,Woodlands CIQ,JB Sentral,324
2025-01-27,16:00,JB Sentral,Woodlands CIQ,323
2025-01-27,17:00,Woodlands CIQ,JB Sentral,323
2025-01-27,17:00,JB Sentral,Woodlands CIQ,271
2025-01-27,18:00,Woodlands CIQ,JB Sentral,322
2025-01-27,19:00,JB Sentral,Woodlands CIQ,285
2025-01-27,20:00,Woodlands CIQ,JB Sentral,321
2025-01-27,20:00,JB Sentral,Woodlands CIQ,322
2025-01-27,21:00,Woodlands CIQ,JB Sentral,320
2025-01-27,21:00,JB Sentral,Woodlands CIQ,304
2025-01-27,22:00,Woodlands CIQ,JB Sentral,321
2025-01-27,22:00,JB Sentral,Woodlands CIQ,155
2025-01-27,23:00,Woodlands CIQ,JB Sentral,296
2025-01-28,05:00,JB Sentral,Woodlands CIQ,278
2025-01-28,06:00,JB Sentral,Woodlands CIQ,391
2025-01-28,07:00,JB Sentral,Woodlands CIQ,385
2025-01-28,08:00,Woodlands CIQ,JB Sentral,323
2025-01-28,08:00,JB Sentral,Woodlands CIQ,223
2025-01-28,09:00,Woodlands CIQ,JB Sentral,326
2025-01-28,10:00,JB Sentral,Woodlands CIQ,179
2025-01-28,11:00,Woodlands CIQ,JB Sentral,322
2025-01-28,11:00,JB Sentral,Woodlands CIQ,215
2025-01-28,12:00,Woodlands CIQ,JB Sentral,321
2025-01-28,12:00,JB Sentral,Woodlands CIQ,174
2025-01-28,13:00,Woodlands CIQ,JB Sentral,320
2025-01-28,14:00,JB Sentral,Woodlands CIQ,157
2025-01-28,15:00,Woodlands CIQ,JB Sentral,325
2025-01-28,15:00,JB Sentral,Woodlands CIQ,184
2025-01-28,16:00,Woodlands CIQ,JB Sentral,326
2025-01-28,16:00,JB Sentral,Woodlands CIQ,188
2025-01-28,17:00,Woodlands CIQ,JB Sentral,321
2025-01-28,17:00,JB Sentral,Woodlands CIQ,122
2025-01-28,18:00,Woodlands CIQ,JB Sentral,320
2025-01-28,19:00,JB Sentral,Woodlands CIQ,103
2025-01-28,20:00,Woodlands CIQ,JB Sentral,325
2025-01-28,20:00,JB Sentral,Woodlands CIQ,74
2025-01-28,21:00,Woodlands CIQ,JB Sentral,327
2025-01-28,21:00,JB Sentral,Woodlands CIQ,124
2025-01-28,22:00,Woodlands CIQ,JB Sentral,321
2025-01-28,22:00,JB Sentral,Woodlands CIQ,110
2025-01-28,23:00,Woodlands CIQ,JB Sentral,310
2025-01-29,05:00,JB Sentral,Woodlands CIQ,103
2025-01-29,06:00,JB Sentral,Woodlands CIQ,116
2025-01-29,07:00,JB Sentral,Woodlands CIQ,161
2025-01-29,08:00,Woodlands CIQ,JB Sentral,320
2025-01-29,08:00,JB Sentral,Woodlands CIQ,285
2025-01-29,09:00,Woodlands CIQ,JB Sentral,324
2025-01-29,10:00,JB Sentral,Woodlands CIQ,324
2025-01-29,11:00,Woodlands CIQ,JB Sentral,326
2025-01-29,11:00,JB Sentral,Woodlands CIQ,278
2025-01-29,12:00,Woodlands CIQ,JB Sentral,321
2025-01-29,12:00,JB Sentral,Woodlands CIQ,225
2025-01-29,13:00,Woodlands CIQ,JB Sentral,327
2025-01-29,14:00,JB Sentral,Woodlands CIQ,289
2025-01-29,15:00,Woodlands CIQ,JB Sentral,325
2025-01-29,15:00,JB Sentral,Woodlands CIQ,268
2025-01-29,16:00,Woodlands CIQ,JB Sentral,321
2025-01-29,16:00,JB Sentral,Woodlands CIQ,320
2025-01-29,17:00,Woodlands CIQ,JB Sentral,324
2025-01-29,17:00,JB Sentral,Woodlands CIQ,324
2025-01-29,18:00,Woodlands CIQ,JB Sentral,323
2025-01-29,19:00,JB Sentral,Woodlands CIQ,326
2025-01-29,20:00,Woodlands CIQ,JB Sentral,321
2025-01-29,20:00,JB Sentral,Woodlands CIQ,323
2025-01-29,21:00,Woodlands CIQ,JB Sentral,325
2025-01-29,21:00,JB Sentral,Woodlands CIQ,321
2025-01-29,22:00,Woodlands CIQ,JB Sentral,324
2025-01-29,22:00,JB Sentral,Woodlands CIQ,321
2025-01-29,23:00,Woodlands CIQ,JB Sentral,208
2025-01-30,05:00,JB Sentral,Woodlands CIQ,117
2025-01-30,06:00,JB Sentral,Woodlands CIQ,128
2025-01-30,07:00,JB Sentral,Woodlands CIQ,635
2025-01-30,08:00,Woodlands CIQ,JB Sentral,321
2025-01-30,08:00,JB Sentral,Woodlands CIQ,326
2025-01-30,09:00,Woodlands CIQ,JB Sentral,327
2025-01-30,11:00,JB Sentral,Woodlands CIQ,326
2025-01-30,12:00,Woodlands CIQ,JB Sentral,321
2025-01-30,12:00,JB Sentral,Woodlands CIQ,322
2025-01-30,13:00,Woodlands CIQ,JB Sentral,331
2025-01-30,14:00,JB Sentral,Woodlands CIQ,322
2025-01-30,15:00,Woodlands CIQ,JB Sentral,330
2025-01-30,15:00,JB Sentral,Woodlands CIQ,321
2025-01-30,16:00,Woodlands CIQ,JB Sentral,331
2025-01-30,16:00,JB Sentral,Woodlands CIQ,322
2025-01-30,17:00,Woodlands CIQ,JB Sentral,323
2025-01-30,17:00,JB Sentral,Woodlands CIQ,322
2025-01-30,18:00,Woodlands CIQ,JB Sentral,196
2025-01-30,19:00,JB Sentral,Woodlands CIQ,323
2025-01-30,20:00,Woodlands CIQ,JB Sentral,155
2025-01-30,20:00,JB Sentral,Woodlands CIQ,320
2025-01-30,21:00,Woodlands CIQ,JB Sentral,203
2025-01-30,21:00,JB Sentral,Woodlands CIQ,320
2025-01-30,22:00,Woodlands CIQ,JB Sentral,156
2025-01-30,22:00,JB Sentral,Woodlands CIQ,320
2025-01-30,23:00,Woodlands CIQ,JB Sentral,95
2025-01-31,05:00,JB Sentral,Woodlands CIQ,287
2025-01-31,06:00,JB Sentral,Woodlands CIQ,638
2025-01-31,07:00,JB Sentral,Woodlands CIQ,642
2025-01-31,08:00,Woodlands CIQ,JB Sentral,320
2025-01-31,08:00,JB Sentral,Woodlands CIQ,322
2025-01-31,09:00,Woodlands CIQ,JB Sentral,322
2025-01-31,10:00,JB Sentral,Woodlands CIQ,322
2025-01-31,11:00,Woodlands CIQ,JB Sentral,330
2025-01-31,11:00,JB Sentral,Woodlands CIQ,326
2025-01-31,12:00,Woodlands CIQ,JB Sentral,323
2025-01-31,12:00,JB Sentral,Woodlands CIQ,329
2025-01-31,13:00,Woodlands CIQ,JB Sentral,328
2025-01-31,14:00,JB Sentral,Woodlands CIQ,326
2025-01-31,15:00,Woodlands CIQ,JB Sentral,324
2025-01-31,15:00,JB Sentral,Woodlands CIQ,325
2025-01-31,16:00,Woodlands CIQ,JB Sentral,323
2025-01-31,16:00,JB Sentral,Woodlands CIQ,327
2025-01-31,17:00,Woodlands CIQ,JB Sentral,321
2025-01-31,17:00,JB Sentral,Woodlands CIQ,324
2025-01-31,18:00,Woodlands CIQ,JB Sentral,320
2025-01-31,19:00,JB Sentral,Woodlands CIQ,325
2025-01-31,20:00,Woodlands CIQ,JB Sentral,320
2025-01-31,20:00,JB Sentral,Woodlands CIQ,320
2025-01-31,21:00,Woodlands CIQ,JB Sentral,325
2025-01-31,21:00,JB Sentral,Woodlands CIQ,320
2025-01-31,22:00,Woodlands CIQ,JB Sentral,323
2025-01-31,22:00,JB Sentral,Woodlands CIQ,320
2025-01-31,23:00,Woodlands CIQ,JB Sentral,233
2025-02-01,05:00,JB Sentral,Woodlands CIQ,138
2025-02-01,06:00,JB Sentral,Woodlands CIQ,256
2025-02-01,07:00,JB Sentral,Woodlands CIQ,642
2025-02-01,08:00,Woodlands CIQ,JB Sentral,320
2025-02-01,08:00,JB Sentral,Woodlands CIQ,322
2025-02-01,09:00,Woodlands CIQ,JB Sentral,322
2025-02-01,10:00,JB Sentral,Woodlands CIQ,327
2025-02-01,11:00,Woodlands CIQ,JB Sentral,328
2025-02-01,11:00,JB Sentral,Woodlands CIQ,321
2025-02-01,12:00,Woodlands CIQ,JB Sentral,322
2025-02-01,12:00,JB Sentral,Woodlands CIQ,321
2025-02-01,13:00,Woodlands CIQ,JB Sentral,326
2025-02-01,14:00,JB Sentral,Woodlands CIQ,322
2025-02-01,15:00,Woodlands CIQ,JB Sentral,327
2025-02-01,15:00,JB Sentral,Woodlands CIQ,323
2025-02-01,16:00,Woodlands CIQ,JB Sentral,327
2025-02-01,16:00,JB Sentral,Woodlands CIQ,326
2025-02-01,17:00,Woodlands CIQ,JB Sentral,300
2025-02-01,17:00,JB Sentral,Woodlands CIQ,323
2025-02-01,18:00,Woodlands CIQ,JB Sentral,146
2025-02-01,19:00,JB Sentral,Woodlands CIQ,325
2025-02-01,20:00,Woodlands CIQ,JB Sentral,104
2025-02-01,20:00,JB Sentral,Woodlands CIQ,321
2025-02-01,21:00,Woodlands CIQ,JB Sentral,137
2025-02-01,21:00,JB Sentral,Woodlands CIQ,321
2025-02-01,22:00,Woodlands CIQ,JB Sentral,150
2025-02-01,22:00,JB Sentral,Woodlands CIQ,320
2025-02-01,23:00,Woodlands CIQ,JB Sentral,54
2025-02-02,05:00,JB Sentral,Woodlands CIQ,185
2025-02-02,06:00,JB Sentral,Woodlands CIQ,640
2025-02-02,07:00,JB Sentral,Woodlands CIQ,644
2025-02-02,08:00,Woodlands CIQ,JB Sentral,127
2025-02-02,08:00,JB Sentral,Woodlands CIQ,323
2025-02-02,09:00,Woodlands CIQ,JB Sentral,214
2025-02-02,10:00,JB Sentral,Woodlands CIQ,323
2025-02-02,11:00,Woodlands CIQ,JB Sentral,219
2025-02-02,11:00,JB Sentral,Woodlands CIQ,324
2025-02-02,12:00,Woodlands CIQ,JB Sentral,116
2025-02-02,12:00,JB Sentral,Woodlands CIQ,323
2025-02-02,13:00,Woodlands CIQ,JB Sentral,110
2025-02-02,14:00,JB Sentral,Woodlands CIQ,325
2025-02-02,15:00,Woodlands CIQ,JB Sentral,105
2025-02-02,15:00,JB Sentral,Woodlands CIQ,324
2025-02-02,16:00,Woodlands CIQ,JB Sentral,101
2025-02-02,16:00,JB Sentral,Woodlands CIQ,326
2025-02-02,17:00,Woodlands CIQ,JB Sentral,92
2025-02-02,17:00,JB Sentral,Woodlands CIQ,324
2025-02-02,18:00,Woodlands CIQ,JB Sentral,75
2025-02-02,19:00,JB Sentral,Woodlands CIQ,325
2025-02-02,20:00,Woodlands CIQ,JB Sentral,69
2025-02-02,20:00,JB Sentral,Woodlands CIQ,321
2025-02-02,21:00,Woodlands CIQ,JB Sentral,78
2025-02-02,21:00,JB Sentral,Woodlands CIQ,323
2025-02-02,22:00,Woodlands CIQ,JB Sentral,77
2025-02-02,22:00,JB Sentral,Woodlands CIQ,321
2025-02-02,23:00,Woodlands CIQ,JB Sentral,36
2025-02-03,05:00,JB Sentral,Woodlands CIQ,640
2025-02-03,06:00,JB Sentral,Woodlands CIQ,640
2025-02-03,07:00,JB Sentral,Woodlands CIQ,640
2025-02-03,08:00,Woodlands CIQ,JB Sentral,138
2025-02-03,08:00,JB Sentral,Woodlands CIQ,320
2025-02-03,09:00,Woodlands CIQ,JB Sentral,282
2025-02-03,10:00,JB Sentral,Woodlands CIQ,323
2025-02-03,11:00,Woodlands CIQ,JB Sentral,262
2025-02-03,11:00,JB Sentral,Woodlands CIQ,322
2025-02-03,12:00,Woodlands CIQ,JB Sentral,120
2025-02-03,12:00,JB Sentral,Woodlands CIQ,328
2025-02-03,13:00,Woodlands CIQ,JB Sentral,151
2025-02-03,15:00,JB Sentral,Woodlands CIQ,326
2025-02-03,16:00,Woodlands CIQ,JB Sentral,108
2025-02-03,16:00,JB Sentral,Woodlands CIQ,330
2025-02-03,17:00,Woodlands CIQ,JB Sentral,102
2025-02-03,17:00,JB Sentral,Woodlands CIQ,324
2025-02-03,18:00,Woodlands CIQ,JB Sentral,317
2025-02-03,19:00,JB Sentral,Woodlands CIQ,323
2025-02-03,20:00,Woodlands CIQ,JB Sentral,294
2025-02-03,20:00,JB Sentral,Woodlands CIQ,320
2025-02-03,21:00,Woodlands CIQ,JB Sentral,131
